,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,artist rank,play.count,play.count.th
532,0.074,0.523,215867,0.722,0.00336,6,0.122,-6.533,1,0.0307,129.424,4,0.496,1,Jumpin' Jack Flash,Ananda Shankar,2,2711580,2711.58
534,0.056,0.164,206897,0.878,0.0617,6,0.205,-4.953,0,0.11,171.908,4,0.196,0,Right Here,Keys N Krates,2,2724125,2724.125
535,0.0213,0.734,321933,0.548,0,11,0.512,-9.682,1,0.386,128.289,4,0.72,1,International Players Anthem,Swishahouse,2,2729971,2729.971
537,0.00492,0.519,282659,0.793,0.93,10,0.235,-9.83,0,0.0777,164.032,4,0.222,1,The New International Sound,GENER8ION,2,2766094,2766.094
538,0.00564,0.521,208613,0.888,0.0226,8,0.0633,-5.197,1,0.0357,81.971,4,0.264,1,"The New International Sound, Pt. 2 (feat. M.I.A.)",GENER8ION,2,2766094,2766.094
539,0.772,0.598,224779,0.515,4.91E-06,5,0.164,-4.695,0,0.0363,117.762,3,0.377,0,I Don't Want,Jungkey,2,2768134,2768.134
541,0.00543,0.363,178772,0.755,0.00105,1,0.084,-6.654,0,0.12,114.407,4,0.736,1,Only You,Mac Demarco,4,2778006,2778.006
1108,0.602,0.637,156430,0.498,0.119,1,0.305,-9.367,1,0.0231,92.227,4,0.931,1,The Way You‰ЫЄd Love Her,Mac Demarco,4,18292167,18292.167
1149,0.000563,0.417,167091,0.73,3.31E-06,5,0.0766,-6.774,1,0.0363,81.179,4,0.44,1,Passing Out Pieces,Mac Demarco,4,21619700,21619.7
1362,0.208,0.514,233818,0.632,0.0132,2,0.115,-6.305,1,0.0501,94.569,4,0.31,1,Ode To Viceroy,Mac Demarco,4,41451369,41451.369
542,0.149,0.71,255333,0.959,2.10E-05,1,0.336,-6.697,0,0.209,108.006,4,0.492,1,Apollo Throwdown (Star Slinger Remix),The Go! Team,2,2783409,2783.409
543,0.0392,0.57,405213,0.742,0.177,6,0.0993,-12.475,1,0.0366,127.193,4,0.039,1,Warm In The Winter,Glass Candy,2,2800276,2800.276
544,0.279,0.512,203400,0.564,1.54E-05,10,0.133,-5.892,1,0.0316,94.498,4,0.401,1,If I Gave You My Love,Myron & E,2,2802823,2802.823
545,0.0227,0.698,248053,0.804,0.0599,4,0.566,-6.616,1,0.111,92.001,4,0.786,1,Pussy,Brazilian Girls,2,2806179,2806.179
546,0.044,0.597,192041,0.832,2.96E-05,11,0.0864,-5.48,0,0.147,162.03,4,0.479,0,Good Life,Kiso,2,2828353,2828.353
547,0.426,0.872,188347,0.541,0.000789,5,0.132,-5.911,1,0.103,95.971,4,0.653,1,Living,2 Chainz,4,2828652,2828.652
1413,0.0581,0.748,306600,0.586,0,1,0.156,-2.554,1,0.0512,140.067,4,0.162,1,Birthday Song,2 Chainz,4,49802596,49802.596
1496,0.0415,0.941,207040,0.685,0,10,0.08,-5.24,1,0.0752,97.524,4,0.695,1,I'm Different,2 Chainz,4,69983637,69983.637
548,0.121,0.81,226333,0.885,3.39E-06,1,0.191,-10.116,0,0.0659,107.024,4,0.853,0,Because We Want To,Billie Piper,2,2857153,2857.153
549,0.000141,0.688,324437,0.587,0.92,2,0.0421,-8.521,1,0.046,125.012,4,0.757,1,Bloom - Lane 8 Remix,ODESZA,4,2884509,2884.509
1361,0.00416,0.644,211200,0.848,0.0168,4,0.0629,-4.952,0,0.0511,99.989,4,0.302,1,All We Need (feat. Shy Girls),ODESZA,4,41094859,41094.859
1406,0.39,0.706,131250,0.577,0.692,0,0.407,-6.226,0,0.0299,96.056,4,0.385,1,How Did I Get Here,ODESZA,4,48447901,48447.901
550,0.0235,0.714,176250,0.851,0.00697,6,0.1,-3.387,0,0.121,128.004,4,0.692,0,Move On Me,Tom & Jame,2,2918677,2918.677
552,0.00605,0.318,182987,0.975,0.832,9,0.345,-4.211,1,0.0916,174.205,4,0.683,1,Black And White,Parquet Courts,2,2982873,2982.873
676,0.0451,0.406,152040,0.74,0.722,0,0.637,-7.232,1,0.031,92.333,4,0.822,1,Borrowed Time,Parquet Courts,2,4609869,4609.869
682,0.268,0.237,311680,0.89,0.843,5,0.122,-7.445,1,0.0599,169.792,4,0.308,1,Stoned and Starving,Parquet Courts,2,4742027,4742.027
741,0.34,0.468,386760,0.58,0.821,7,0.0737,-8.131,1,0.0278,76.27,4,0.324,1,Uncast Shadow Of A Southern Myth,Parquet Courts,2,5687387,5687.387
554,0.0305,0.555,187973,0.79,0,3,0.094,-5.777,1,0.0507,79.016,4,0.519,0,Perfect Picture,Bea Miller,3,3005572,3005.572
628,0.0156,0.627,164840,0.871,4.63E-06,1,0.23,-4.403,0,0.0336,129.059,4,0.677,0,Be My Baby,Bea Miller,3,3941313,3941.313
704,0.00406,0.616,206013,0.709,2.56E-06,10,0.501,-6.134,1,0.0312,122.984,4,0.545,0,I Dare You,Bea Miller,3,5182536,5182.536
1071,0.771,0.658,241813,0.566,0,7,0.167,-6.179,1,0.0259,80.035,4,0.513,0,Force of Nature,Bea Miller,3,16380791,16380.791
556,0.0107,0.246,230230,0.784,5.71E-06,5,0.0825,-5.004,1,0.0529,153.027,4,0.189,1,Weight,Mikal Cronin,2,3032208,3032.208
557,0.0198,0.511,237453,0.831,0,11,0.661,-4.826,1,0.131,141.971,4,0.544,0,Be The Change,Britt Nicole,2,3033064,3033.064
558,0.298,0.588,228453,0.58,0,0,0.0811,-7.833,1,0.0272,138.013,4,0.492,0,Find You Here,Ellie Holcomb,2,3071567,3071.567
559,2.13E-05,0.222,278577,0.985,0.00644,7,0.775,-4.105,1,0.149,136.227,4,0.16,0,Black Mammoth,Fit For An Autopsy,2,3099710,3099.71
561,0.222,0.76,199227,0.79,0,10,0.268,-3.835,1,0.344,94.017,4,0.57,1,Bitter Rivals,Sleigh Bells,4,3103880,3103.88
797,0.00914,0.385,180493,0.902,0.522,7,0.317,-5.464,1,0.098,159.939,4,0.52,1,Comeback Kid,Sleigh Bells,4,6835829,6835.829
1244,0.0356,0.483,229893,0.804,1.60E-06,8,0.0736,-3.452,1,0.0501,73.048,4,0.803,1,Rill Rill,Sleigh Bells,4,28070911,28070.911
562,0.0395,0.669,574800,0.904,0.406,11,0.116,-5.487,1,0.0598,107.83,4,0.921,1,Giant,The The,2,3104881,3104.881
563,0.0705,0.71,166290,0.884,0,1,0.0765,-1.258,1,0.347,149.995,4,0.579,0,Help,Borgore,2,3115770,3115.77
564,0.000964,0.276,141627,0.766,0.858,7,0.15,-6.012,0,0.0373,158.188,4,0.547,1,Past Lives,DIIV,2,3116696,3116.696
565,0.783,0.418,219800,0.0962,6.61E-05,0,0.136,-15.078,1,0.0559,184.721,3,0.342,1,I'm Going Down,Rose Royce,2,3123309,3123.309
566,0.122,0.687,357280,0.799,0.0011,1,0.107,-9.181,0,0.355,128.001,4,0.0397,1,Van Vogue,Azealia Banks,5,3151254,3151.254
1599,0.0852,0.858,203373,0.789,0,11,0.229,-7.462,0,0.291,125.993,4,0.658,1,212,Azealia Banks,5,109316238,109316.238
567,0.000183,0.695,295714,0.792,0.439,9,0.0638,-4.595,0,0.0328,112.008,4,0.424,1,Dill the Noise,Dillon Francis and Kill The Noise,2,3155084,3155.084
568,0.447,0.519,245853,0.684,0,6,0.0901,-3.746,1,0.0325,133.943,4,0.293,0,I Will,Citizen Way,2,3200728,3200.728
569,0.0164,0.526,237467,0.692,0,4,0.0786,-3.895,1,0.0278,137.849,4,0.266,0,I Won't Let You Go - Radio Version,Switchfoot,2,3206860,3206.86
571,0.157,0.599,218342,0.524,0,1,0.238,-8.036,1,0.13,83.013,4,0.44,1,Unbreakable,Janet Jackson,4,3223292,3223.292
722,0.135,0.729,272360,0.914,0.000672,2,0.156,-4.043,1,0.041,127.907,4,0.918,0,Someone To Call My Lover,Janet Jackson,4,5367861,5367.861
980,0.0264,0.815,283934,0.944,0.00038,1,0.181,-6.698,1,0.0513,115.219,4,0.681,0,Escapade,Janet Jackson,4,12328680,12328.68
1391,0.0788,0.873,301200,0.591,0.0071,7,0.104,-8.942,1,0.102,123.091,4,0.49,0,Together Again,Janet Jackson,4,46434852,46434.852
572,0.0229,0.385,222400,0.663,0,2,0.0841,-5.902,1,0.0271,156.066,3,0.237,0,You Redeem - Studio Version,Aaron Shust,2,3288275,3288.275
573,7.94E-06,0.236,239696,0.981,0.874,6,0.325,-2.635,1,0.299,160.114,4,0.129,0,Soil the Stillborn,Infant Annihilator,2,3311889,3311.889
574,0.328,0.68,231679,0.593,0,1,0.105,-6.496,1,0.176,94.007,4,0.396,0,Nosedive,Dynamic Duo,2,3315167,3315.167
576,0.00499,0.619,245656,0.949,0.000418,6,0.179,-4.64,0,0.0658,149.935,4,0.257,0,Can't Get Enough - Pegboard Nerds Remix,Tommie Sunshine,2,3344326,3344.326
577,0.269,0.575,302987,0.641,0.0121,6,0.211,-8.105,0,0.0325,91.714,4,0.901,1,I Want'a Do Something Freaky To You,Leon Haywood,2,3359719,3359.719
578,0.0716,0.447,156467,0.416,0.00426,9,0.125,-12.181,0,0.0258,103.068,4,0.309,1,All I Wanna Do,The Beach Boys,2,3378829,3378.829
580,0.00273,0.408,247655,0.849,3.04E-05,11,0.139,-5.284,0,0.0646,174.029,4,0.141,0,Freak,Friction,2,3399873,3399.873
581,0.00856,0.542,216827,0.946,5.38E-06,10,0.386,-6.307,1,0.0505,108.496,4,0.389,1,Man I Need,Jagwar Ma,3,3405526,3405.526
854,0.0304,0.614,315000,0.838,0.000297,10,0.166,-6.896,1,0.028,127.971,4,0.584,1,Come Save Me,Jagwar Ma,3,8197657,8197.657
582,0.00262,0.484,224320,0.609,0,11,0.339,-5.652,0,0.0303,131.049,4,0.266,0,Something Just Like This - ARMNHMR Remix,The Chainsmokers,5,3423588,3423.588
597,0.0202,0.333,174240,0.913,0,2,0.146,-3.722,1,0.0808,99.889,4,0.129,0,Paris - Pegboard Nerds Remix,The Chainsmokers,5,3617492,3617.492
1041,0.00087,0.465,265600,0.953,0.0146,8,0.226,-4.684,0,0.295,160.064,4,0.554,0,Don't Let Me Down - Zomboy Remix,The Chainsmokers,5,14961117,14961.117
1090,0.125,0.72,230853,0.746,0.000476,11,0.0929,-5.567,0,0.0985,124.045,4,0.508,0,Something Just Like This - Don Diablo Remix,The Chainsmokers,5,17128951,17128.951
1525,0.00411,0.624,207520,0.806,0,1,0.0872,-5.957,1,0.0437,149.999,4,0.536,0,Break Up Every Night,The Chainsmokers,5,79964571,79964.571
1546,0.0105,0.615,224773,0.564,0,9,0.148,-6.384,1,0.0291,103.006,4,0.443,0,Young,The Chainsmokers,5,87981436,87981.436
1693,0.238,0.76,177573,0.303,8.09E-06,2,0.294,-11.362,1,0.0284,99.991,4,0.157,0,The One,The Chainsmokers,5,166932685,166932.685
583,0.00412,0.389,215560,0.884,0.172,9,0.31,-4.602,1,0.0741,128.604,4,0.399,1,The Righteous One,The Orwells,2,3423725,3423.725
586,0.16,0.746,179091,0.682,0,7,0.177,-6.353,1,0.117,98.977,4,0.836,1,Sick Beat,Kero Kero Bonito,2,3483994,3483.994
587,0.0414,0.811,312360,0.635,0.142,7,0.204,-8.394,1,0.0971,137.595,4,0.752,1,Leave House,Caribou,3,3493310,3493.31
919,0.125,0.726,334173,0.497,0.89,10,0.104,-10.742,0,0.0433,125.004,4,0.472,1,Our Love,Caribou,3,10194651,10194.651
588,0.0626,0.858,254920,0.717,0.243,0,0.216,-8.734,1,0.0995,120.004,4,0.593,1,Slyd,!!!,2,3495545,3495.545
589,0.00499,0.595,224000,0.837,0.0359,1,0.101,-6.011,1,0.0696,149.964,4,0.331,0,Aamon,Kuuro,2,3526151,3526.151
590,0.00254,0.812,237320,0.554,0.698,7,0.0558,-10.978,1,0.0567,123.289,4,0.786,1,White Horse,Laid Back,2,3546970,3546.97
592,0.029,0.674,202733,0.832,5.56E-06,9,0.0927,-3.593,1,0.0616,102.833,4,0.807,1,You Know I'm No Good - Ghostface UK Version,Amy Winehouse,2,3586987,3586.987
593,0.172,0.413,273545,0.555,0.000309,11,0.256,-9.699,0,0.0427,121.976,4,0.542,1,Mykonos (feat. Fleet Foxes),Rhythms Del Mundo,2,3596432,3596.432
594,0.419,0.727,239360,0.657,0,0,0.0624,-5.307,1,0.188,82.553,4,0.794,1,About to Die,Dirty Projectors,2,3600397,3600.397
595,0.0328,0.598,260400,0.657,2.72E-05,8,0.172,-7.466,1,0.0386,114.969,4,0.2,1,Water,Jamaican Queens,2,3604851,3604.851
596,0.0109,0.616,179600,0.91,0,8,0.0806,-3.316,0,0.124,150.038,4,0.709,0,L.A. Boyz,Victorious Cast feat. Victoria Justice and Ariana Grande,2,3616988,3616.988
598,0.00757,0.393,261187,0.838,0.145,9,0.223,-3.815,1,0.0985,142.019,4,0.474,1,BKNY,Fat Tony,2,3622226,3622.226
599,0.00194,0.616,208332,0.908,0.00235,10,0.0345,-6.867,0,0.0551,92.984,4,0.81,0,U Got 2 Believe,Paulo Mendonca,2,3632535,3632.535
600,0.0458,0.704,201093,0.928,0,8,0.345,-3.422,1,0.0443,113.981,4,0.96,0,Lifer,MercyMe,4,3639134,3639.134
1320,0.379,0.335,255160,0.582,2.67E-05,5,0.0954,-5.09,1,0.0375,110.522,4,0.13,0,Even If,MercyMe,4,34192547,34192.547
601,0.0296,0.907,849960,0.643,0.0265,1,0.105,-8.657,0,0.0549,124.909,4,0.363,1,Music Is the Answer - Original Extended 12-Inch Mix,Celeda,2,3647295,3647.295
602,0.516,0.525,216520,0.797,5.00E-06,1,0.152,-11.168,0,0.0656,100.518,4,0.769,1,I Want You - Single Version,Marvin Gaye,4,3658235,3658.235
1467,0.0988,0.856,247800,0.874,0.000472,11,0.339,-8.037,0,0.0401,122.416,4,0.91,1,Got To Give It Up (Part 1),Marvin Gaye,4,62550192,62550.192
603,0.0141,0.447,212701,0.89,0,6,0.0858,-4.563,1,0.0676,93.894,4,0.331,0,Amen,Hunter Hayes,2,3675108,3675.108
605,0.00328,0.562,238457,0.801,0,11,0.605,-3.069,0,0.267,169.988,4,0.634,1,Do It (High School Dropout),Tayyib Ali,2,3692233,3692.233
606,0.00135,0.702,218483,0.74,0.896,5,0.0481,-5.949,0,0.173,145.05,4,0.583,1,Slasherr,Rustie,2,3694483,3694.483
608,0.379,0.534,225933,0.508,0,2,0.0867,-7.085,1,0.0322,153.947,4,0.407,0,Love Wins,Love and Theft,2,3699381,3699.381
609,0.306,0.546,191250,0.772,0,5,0.0733,-5.311,0,0.0477,127.942,4,0.255,0,Otherside,Suyano,2,3719831,3719.831
611,0.0875,0.353,199111,0.87,0,0,0.079,-5.386,1,0.127,135.045,4,0.308,0,Change The World (feat. Hollyn),Derek Minor,2,3734790,3734.79
612,0.00234,0.191,194400,0.979,0.283,7,0.617,-3.402,1,0.191,179.236,4,0.313,1,Drifting In And Out,Porcelain Raft,2,3746019,3746.019
614,0.0132,0.677,271480,0.86,0.0119,1,0.0487,-5.074,1,0.0348,121.989,4,0.793,1,Don't Deny Your Heart,Hot Chip,3,3779084,3779.084
658,0.0285,0.764,270680,0.768,0.0235,5,0.122,-5.614,1,0.0382,125.988,4,0.627,1,Night And Day,Hot Chip,3,4385493,4385.493
730,0.0998,0.666,285320,0.811,0.0614,11,0.0588,-5.079,0,0.0357,124.954,4,0.955,1,How Do You Do?,Hot Chip,3,5451705,5451.705
981,0.597,0.792,239427,0.387,0.000106,8,0.0757,-8.192,0,0.0464,136.996,4,0.677,1,Look At Where We Are,Hot Chip,3,12358889,12358.889
1055,0.034,0.691,425320,0.71,0.00225,10,0.0903,-6.351,0,0.0322,118.006,4,0.334,1,Flutes,Hot Chip,3,15719867,15719.867
1081,0.113,0.715,329169,0.64,0.0418,2,0.0848,-7.168,1,0.0317,113.507,4,0.398,1,Huarache Lights,Hot Chip,3,16618280,16618.28
615,0.00212,0.777,500550,0.739,0.868,9,0.109,-9.089,1,0.039,119.992,4,0.201,1,Acamar,Frankey,2,3784175,3784.175
618,0.198,0.507,286413,0.739,0.865,2,0.185,-9.728,1,0.04,87.569,4,0.17,1,Before,Washed Out,3,3816142,3816.142
633,0.0729,0.589,248200,0.938,0.942,2,0.166,-10.475,0,0.0567,120.007,4,0.556,1,Echoes,Washed Out,3,3983193,3983.193
1005,0.00441,0.207,287667,0.878,0.421,4,0.341,-7.212,1,0.0449,89.969,4,0.135,1,Eyes Be Closed,Washed Out,3,13110914,13110.914
1163,0.000304,0.316,245880,0.748,0.0139,2,0.608,-8.187,1,0.0413,79.337,4,0.239,1,It All Feels Right,Washed Out,3,22367451,22367.451
619,0.156,0.819,214154,0.671,0.000136,5,0.2,-6.947,0,0.393,129.921,4,0.555,1,Agorinha,Sango,2,3846490,3846.49
620,0.0406,0.536,238893,0.922,8.92E-05,2,0.214,-6.247,1,0.0667,121.977,4,0.368,1,Walkabout (W/ Noah Lennox),Atlas Sound,2,3851390,3851.39
621,0.769,0.808,118353,0.593,2.07E-06,1,0.111,-9.395,1,0.344,89.876,4,0.88,1,36 Chamber Flow,Flatbush Zombies,2,3883555,3883.555
623,0.827,0.583,248213,0.776,3.81E-05,3,0.298,-5.293,1,0.0661,126.536,4,0.782,1,Bang! Bang!,Joe Cuba,2,3899933,3899.933
624,0.064,0.568,322544,0.936,0.00099,0,0.148,-6.365,1,0.0504,150.067,4,0.792,1,Moving to the Left,Woods,2,3900078,3900.078
625,0.0249,0.683,201049,0.824,0.627,1,0.0533,-8.569,0,0.222,154.008,4,0.921,1,Hot Blur,How Sad,2,3910636,3910.636
626,0.0846,0.481,263187,0.851,0.907,7,0.178,-4.528,1,0.127,174.144,4,0.852,1,Nimble Girl,Hotel Eden,2,3920755,3920.755
629,0.315,0.65,190734,0.448,0,5,0.0931,-9.979,1,0.0947,85.045,4,0.193,1,Kush High,Eighty4 Fly,2,3946523,3946.523
630,0.00281,0.608,219398,0.878,4.83E-06,0,0.415,-3.631,1,0.0765,128.069,4,0.326,0,Falling Back - Radio Edit,Cosmic Gate,2,3961472,3961.472
631,0.0989,0.7,285211,0.718,0.0609,2,0.218,-5.882,1,0.0535,81.997,4,0.343,1,Slow Down,Poolside,3,3961860,3961.86
786,0.149,0.785,262979,0.764,0.813,4,0.201,-5.245,0,0.04,93.984,4,0.961,1,Next to You,Poolside,3,6614545,6614.545
634,0.0058,0.704,377153,0.962,0.128,7,0.22,-3.095,1,0.115,127.997,4,0.0727,0,Cascade - Original Mix,Tommy Trash,2,3984017,3984.017
635,0.687,0.393,239451,0.505,0,5,0.101,-7.048,1,0.0289,163.938,3,0.205,0,Bring Me the Night,Sam Tsui feat. Kina Grannis,2,3988465,3988.465
636,0.0165,0.597,209664,0.952,0.145,9,0.305,-3.586,0,0.0415,127.907,4,0.206,0,No Sleep,Bougenvilla,2,4008163,4008.163
637,0.674,0.462,226333,0.449,0.000632,0,0.0993,-9.271,0,0.0916,209.686,4,0.748,1,Danger and Dread,Brown Bird,2,4084502,4084.502
638,0.127,0.479,278147,0.609,0,11,0.0815,-8.678,0,0.236,107.699,5,0.522,1,I'm Ya Dogg,Snoop Dogg,5,4122900,4122.9
1910,0.0525,0.715,207333,0.655,0,0,0.115,-6.425,1,0.137,95.078,4,0.557,0,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,5,573220756,573220.756
639,0.712,0.277,235747,0.29,0.0459,1,0.228,-8.541,1,0.0332,71.302,4,0.0576,1,Fool,Perfume Genius,2,4149570,4149.57
1089,0.211,0.418,230720,0.547,0.0443,1,0.187,-4.932,1,0.0295,131.99,4,0.127,1,Queen,Perfume Genius,2,17099089,17099.089
640,0.00392,0.436,288253,0.836,1.12E-06,10,0.113,-4.884,1,0.0497,147.978,4,0.314,0,My All In All,Phil Wickham,2,4188261,4188.261
641,0.00215,0.584,318373,0.761,0.0217,9,0.0989,-5.056,1,0.0287,122.494,4,0.722,1,No Fun,The Stooges,4,4189724,4189.724
1325,0.0229,0.527,188560,0.871,0.155,4,0.419,-8.708,1,0.0354,120.722,4,0.12,1,I Wanna Be Your Dog,The Stooges,4,34676326,34676.326
642,0.157,0.729,267000,0.818,0.285,2,0.195,-9.992,1,0.0732,125.811,4,0.909,1,Bang A Gong [Get It On] (Remastered Single/LP Version),T. Rex,2,4202110,4202.11
643,4.69E-06,0.566,123547,0.869,0.309,0,0.0503,-7.614,1,0.0335,129.948,4,0.656,1,Forgiven/Forgotten,Angel Olsen,3,4203028,4203.028
1186,0.0552,0.373,202200,0.63,0,7,0.107,-5.131,1,0.0461,115.942,4,0.357,1,Shut Up Kiss Me,Angel Olsen,3,23721290,23721.29
644,0.00909,0.694,337187,0.716,0.000814,7,0.0772,-7.468,1,0.0513,121.427,4,0.896,1,Der Kommissar,After The Fire,2,4204218,4204.218
645,0.0224,0.634,221960,0.609,0,6,0.099,-8.982,1,0.172,83.021,4,0.659,1,Kush,Lil Wayne,5,4209304,4209.304
1712,0.0656,0.828,299333,0.433,0.000876,0,0.122,-9.716,1,0.199,148.073,4,0.446,0,Lollipop,Lil Wayne,5,181201201,181201.201
646,0.429,0.857,287200,0.889,5.21E-06,6,0.143,-4.382,1,0.0795,103.072,4,0.82,1,Bop Gun (One Nation) - Radio Edit,Ice Cube,2,4240217,4240.217
647,0.56,0.654,185804,0.499,0.907,4,0.169,-9.084,0,0.0428,103.966,4,0.124,1,The Winner Is - from Little Miss Sunshine,DeVotchKa,2,4254697,4254.697
648,0.0261,0.556,260147,0.722,0.0163,9,0.166,-9.541,1,0.0475,130.028,4,0.508,1,Runaway,Mr Little Jeans,2,4258442,4258.442
723,0.00778,0.677,256133,0.64,0.477,11,0.093,-6.408,0,0.0428,110.639,4,0.912,1,Good Mistake,Mr Little Jeans,2,5368549,5368.549
649,0.259,0.763,156484,0.491,0.902,9,0.14,-8.587,0,0.0316,93.024,4,0.475,1,Rainy Streets,Blue In Green,2,4258767,4258.767
650,0.0551,0.401,307680,0.7,0,0,0.0961,-5.07,1,0.0368,81.049,4,0.171,0,Worthy Of Your Name - Studio,Passion,4,4275227,4275.227
1185,0.0919,0.301,254373,0.762,0,7,0.0822,-3.392,1,0.0402,161.864,3,0.208,0,Even So Come - Radio Version/Live,Passion,4,23702084,23702.084
651,0.00909,0.646,279200,0.621,0.000124,0,0.249,-11.358,1,0.0747,90.986,4,0.408,1,World Restart,Kindness,3,4278493,4278.493
856,0.0445,0.808,237853,0.687,0.3,9,0.0933,-8.668,1,0.0397,109.953,4,0.458,1,Swingin' Party,Kindness,3,8209244,8209.244
652,0.0361,0.312,281360,0.907,0.618,7,0.363,-6.571,1,0.229,120.286,4,0.122,1,Marriage,Gold Panda,2,4280373,4280.373
653,0.0412,0.841,175520,0.866,0,11,0.212,-6.342,1,0.118,119.941,4,0.875,0,Pop - Radio Version,*NSYNC,5,4301046,4301.046
1105,0.44,0.468,243493,0.535,0,10,0.101,-8.264,1,0.0436,168.001,4,0.298,0,God Must Have Spent a Little More Time on You - Remix,*NSYNC,5,18245460,18245.46
1386,0.0743,0.754,199787,0.946,0.000391,8,0.401,-2.149,0,0.0403,112.042,4,0.865,0,I Want You Back - Radio Edit,*NSYNC,5,45521434,45521.434
1547,0.0479,0.647,191280,0.87,0,0,0.0485,-4.702,0,0.0798,165.103,4,0.906,0,It's Gonna Be Me,*NSYNC,5,88455081,88455.081
1550,0.3,0.55,266293,0.563,0,2,0.122,-7.019,1,0.0313,166.004,4,0.462,0,This I Promise You - Radio Edit,*NSYNC,5,89255273,89255.273
1564,0.00799,0.685,209560,0.872,0,7,0.323,-6.939,1,0.0321,110.046,4,0.806,0,Tearin' up My Heart - Radio Edit,*NSYNC,5,94515469,94515.469
1753,0.0198,0.571,199640,0.87,6.60E-06,8,0.0564,-3.877,0,0.0641,172.716,4,0.815,0,Bye Bye Bye,*NSYNC,5,217031747,217031.747
654,0.0202,0.266,349667,0.348,0.664,10,0.16,-11.609,0,0.0371,144.154,4,0.393,1,GyМ¦ngyhajМј lМБny,Omega,2,4308097,4308.097
655,0.000299,0.697,238206,0.68,0.00674,2,0.125,-6.847,1,0.0318,98.002,4,0.288,1,On'n'On - Ruined by Rick Rubin,Justice,3,4314817,4314.817
1146,0.00145,0.575,250826,0.625,0,9,0.0817,-5.296,0,0.0345,111.984,4,0.295,1,Civilization,Justice,3,21358225,21358.225
656,0.0571,0.398,247390,0.776,0.0172,9,0.303,-7.388,0,0.0374,110.815,4,0.689,1,NOBO,Tijuana Panthers,2,4356988,4356.988
657,0.858,0.741,227627,0.449,0.000522,5,0.133,-6.621,1,0.0583,95.108,4,0.444,1,Outlines,AlunaGeorge,3,4374993,4374.993
806,0.455,0.847,191541,0.654,0.0622,5,0.0674,-6.443,0,0.113,119.998,4,0.624,1,You Know You Like It - Bondax Remix,AlunaGeorge,3,6972829,6972.829
660,0.479,0.631,187617,0.626,0,9,0.108,-7.747,0,0.114,107.007,4,0.104,1,Crown Violet - Bonus Track,Azizi Gibson,2,4418441,4418.441
661,0.118,0.805,232880,0.687,0,9,0.0842,-7.771,1,0.0458,119.999,4,0.683,1,Who Be Lovin Me (feat. ILOVEMAKONNEN),Santigold,5,4419513,4419.513
1577,0.0124,0.633,284925,0.926,0.689,1,0.156,-4.056,1,0.0404,152.032,4,0.512,1,Disparate Youth,Santigold,5,100307864,100307.864
662,0.27,0.865,462467,0.896,0.0488,3,0.0676,-7.031,0,0.0623,111.457,4,0.939,1,Bustin' Loose,Chuck Brown and the Soul Searchers,2,4423932,4423.932
663,0.0624,0.476,309064,0.571,0.353,5,0.349,-7.223,0,0.055,141.221,5,0.419,1,What I Might Do - Kilter Remix,Ben Pearce,4,4438592,4438.592
1067,0.109,0.834,389508,0.481,0.822,8,0.111,-9.511,1,0.135,121.999,4,0.306,1,What I Might Do - Club Mix,Ben Pearce,4,16221191,16221.191
1348,0.0567,0.838,194828,0.537,0.799,8,0.0991,-11.689,1,0.116,121.986,4,0.357,1,What I Might Do,Ben Pearce,4,38011246,38011.246
664,0.18,0.678,392893,0.561,0.512,5,0.439,-11.648,0,0.0694,174.004,4,0.904,1,Parallel Lines,Junior Boys,2,4469140,4469.14
665,0.29,0.857,222573,0.484,3.04E-06,10,0.112,-6.232,0,0.148,107.434,4,0.729,1,Last Chance to Dance,Ekkah,2,4476646,4476.646
666,0.376,0.565,217648,0.86,0.000121,11,0.119,-5.449,1,0.0285,95.019,4,0.782,1,Cadillac Girl,Only Real,2,4478387,4478.387
668,0.000321,0.5,261587,0.95,0.0293,6,0.382,-4.333,1,0.0677,120.038,4,0.298,1,Demon To Lean On,Wavves,2,4505203,4505.203
669,0.789,0.764,224987,0.348,0,9,0.0997,-7.98,1,0.0643,119.651,4,0.773,0,Simple Love Song,Anuhea,2,4530011,4530.011
670,2.24E-05,0.595,224094,0.549,0.835,4,0.274,-10.41,0,0.0339,122.199,4,0.131,1,Night Drive,Part Time,2,4550219,4550.219
671,2.05E-05,0.535,203500,0.974,0.000149,10,0.263,-3.566,0,0.172,116.956,4,0.431,0,Flag of the Beast,Emmure,2,4569153,4569.153
672,0.568,0.448,218133,0.412,5.68E-05,11,0.159,-7.877,1,0.0281,133.881,4,0.308,0,In Awe,Hollyn,2,4590124,4590.124
770,0.455,0.627,262853,0.56,0,5,0.126,-5.378,1,0.0667,97.967,4,0.488,0,Can‰ЫЄt Live Without,Hollyn,2,6342695,6342.695
673,0.0138,0.701,283093,0.457,0,8,0.054,-8.562,0,0.0311,127.925,4,0.292,0,Slow Jam,Usher,5,4595655,4595.655
1611,0.0359,0.761,219120,0.639,0,5,0.0945,-7.577,0,0.0539,164.088,4,0.933,0,You Make Me Wanna...,Usher,5,113305705,113305.705
